Voltage,Current,PowerFactor,Temperature,Frequency,FaultType
128,5.39450192542806,0.9617422135517651,54,45,Normal
168,10.148251137465122,0.9732725512988537,70,51,Overload Fault
146,2.8011484638467516,0.7656143984047679,39,46,Power Factor Issue
193,10.948166560605276,0.9708661907465151,56,53,Overload Fault
243,7.475923761537363,0.8620797638423555,61,47,Normal
275,10.172977699624937,0.8776081222510581,36,52,Voltage Fluctuation
184,6.523182845183001,0.9066481277733025,66,52,Thermal Overload
138,8.435776951965249,0.9815956516825217,50,47,Normal
199,7.264026609361132,0.754779023607441,74,48,Power Factor Issue
132,9.315895217553319,0.8692108670794543,76,46,Thermal Overload
200,2.816299820305896,0.9219305106076402,27,48,Normal
122,2.603520839905638,0.9306767394245571,34,53,Normal
109,4.471032340101464,0.923133107884277,50,46,Voltage Fluctuation
168,3.5954468011318834,0.7836087823520305,72,47,Power Factor Issue
199,10.717835665922017,0.8248488970929203,49,48,Overload Fault
133,4.192139873580443,0.8396788813542534,65,49,Power Factor Issue
279,11.758652558191313,0.9511093019198762,39,45,Voltage Fluctuation
237,5.368957917711068,0.8196899681036383,79,51,Power Factor Issue
246,3.821179156886993,0.8026762409668008,58,54,Power Factor Issue
195,9.89698507142479,0.9893620047595241,72,51,Thermal Overload
100,8.58707775500876,0.7522158212783672,74,53,Voltage Fluctuation
168,6.98195716453139,0.9994552139204945,31,48,Normal
103,7.553635509376313,0.9192053247143489,68,50,Voltage Fluctuation
115,9.192017782722639,0.9571173248622793,36,46,Voltage Fluctuation
123,4.284547413312987,0.8236548490865483,61,48,Power Factor Issue
179,11.963339160567418,0.753578819416765,49,46,Overload Fault
101,11.747931621467831,0.9344673796403825,48,54,Voltage Fluctuation
227,8.50325686346937,0.958536149250169,38,49,Normal
259,3.9954245092914515,0.9351190329883798,65,51,Voltage Fluctuation
183,8.802282424312914,0.7857125718252096,30,45,Power Factor Issue
251,2.7219840897917584,0.9383569805642422,53,54,Voltage Fluctuation
239,2.306525022058061,0.9422306955269102,69,54,Thermal Overload
277,4.576828885112137,0.9146351289175138,26,51,Voltage Fluctuation
262,6.626229567393163,0.9415289831988966,63,54,Voltage Fluctuation
223,10.682725054083805,0.961480359919433,77,50,Overload Fault
132,9.27169069766308,0.9034010285593645,53,50,Normal
260,9.42706521199981,0.7721511784924198,78,52,Voltage Fluctuation
278,6.2549333444807536,0.8719069524168027,39,52,Voltage Fluctuation
270,5.459349925469629,0.7694123336679013,69,50,Voltage Fluctuation
200,5.710387629846027,0.8518857577581077,57,47,Normal
111,11.876495637360579,0.8517766222814069,43,49,Voltage Fluctuation
166,2.401091914124825,0.7665024610350604,29,46,Power Factor Issue
164,10.670314961224486,0.8372051334923698,51,49,Overload Fault
260,7.786754085723934,0.7777495246978288,71,53,Voltage Fluctuation
267,6.386154191895905,0.9520588025023056,34,54,Voltage Fluctuation
173,9.252576604151365,0.9869220064911177,56,45,Normal
142,6.866689414247029,0.7680791188144847,39,54,Power Factor Issue
143,10.734232380816605,0.9887788018229253,22,49,Overload Fault
128,11.007018640112586,0.8806441498341863,56,50,Overload Fault
240,6.217209268734554,0.8248914194884684,76,51,Power Factor Issue
111,4.768277972350516,0.7692155188190408,59,53,Voltage Fluctuation
194,7.923503285933622,0.8751560670176044,27,50,Normal
145,11.12363345616691,0.9486288861226871,59,49,Overload Fault
229,4.106621890056665,0.9267716193166745,63,51,Normal
134,8.229665835634828,0.7625565028659934,75,45,Power Factor Issue
180,8.315602200925206,0.7682254588419759,42,49,Power Factor Issue
189,9.33113022415281,0.8507183206581592,59,46,Normal
107,3.315676851272598,0.8238226235119859,30,48,Voltage Fluctuation
192,9.158249646820884,0.808096080764012,65,51,Power Factor Issue
253,11.09032520665641,0.8202511247271784,27,49,Voltage Fluctuation
189,3.7968310887024197,0.9508706858242212,48,50,Normal
261,4.375433249238776,0.9823070134079634,49,46,Voltage Fluctuation
214,11.713950940416396,0.8512756736318916,75,47,Overload Fault
204,3.8097695270948977,0.9765277505331242,79,51,Thermal Overload
234,10.543850933695792,0.8303739253119705,29,46,Overload Fault
157,6.922778564480348,0.8691092465859479,58,50,Normal
213,4.472310744031771,0.806507249454,47,49,Power Factor Issue
174,10.707499012725114,0.9101190105439609,68,54,Overload Fault
256,6.453052550026655,0.9947452787937022,55,45,Voltage Fluctuation
219,7.148173539296902,0.9008732740108447,32,54,Normal
263,5.592333693997657,0.8394535210283872,51,48,Voltage Fluctuation
120,7.9295085143492745,0.9119543614976321,55,46,Normal
263,3.6352387258502277,0.7807301696163469,56,48,Voltage Fluctuation
237,5.910815366517607,0.9721647700663496,45,45,Normal
200,11.694123223352875,0.8757709876949591,41,46,Overload Fault
251,4.581334327011275,0.8623374355099105,23,52,Voltage Fluctuation
276,8.567366645412921,0.8964661971133798,50,50,Voltage Fluctuation
198,5.251900642246949,0.9061959656973506,37,46,Normal
135,9.734731256866006,0.7679439515566282,57,50,Power Factor Issue
195,3.3087366071834983,0.9206543053058506,43,54,Normal
251,11.698210450785448,0.8104829200788823,75,53,Voltage Fluctuation
250,6.5378954138363925,0.9284881581266474,42,51,Normal
136,4.36050463346464,0.9556336985960492,41,53,Normal
111,2.7349674733001264,0.95098962688813,21,49,Voltage Fluctuation
212,3.697579050875407,0.8881252418519723,50,51,Normal
112,7.197739485560176,0.8800424730776878,74,51,Voltage Fluctuation
122,5.370031764312863,0.7857189903348529,30,47,Power Factor Issue
198,10.288833658826094,0.9438365376007839,47,51,Overload Fault
204,6.308875236618059,0.8178523451116786,65,45,Power Factor Issue
129,4.487142725876299,0.8741738557044867,51,53,Normal
116,8.171449866040302,0.8210685232318792,24,54,Voltage Fluctuation
212,9.067772168854457,0.7834570907499233,57,50,Power Factor Issue
161,3.6704190790094984,0.9073894242229341,29,49,Normal
183,3.6761921628831766,0.7635830087057259,59,51,Power Factor Issue
211,2.3667142693354295,0.93716130853155,65,49,Normal
185,9.364020150656405,0.8293966988152792,43,54,Power Factor Issue
240,8.638045276218051,0.7500336732511214,54,49,Power Factor Issue
118,6.746308757498139,0.8777822848093074,63,54,Voltage Fluctuation
276,10.441704489691972,0.7617129771319008,67,51,Voltage Fluctuation
199,10.056701529500533,0.8190423894552249,79,54,Overload Fault
239,7.853543643967521,0.9267441218639291,42,51,Normal
246,10.682712805132587,0.7656724054054664,36,47,Overload Fault
175,4.058412100367683,0.9598346230890006,20,47,Normal
108,3.1191961939772788,0.7509549806646458,74,54,Voltage Fluctuation
127,4.697496115169896,0.8117059673004756,50,47,Power Factor Issue
227,2.5708685608931487,0.9352260140380179,50,50,Normal
151,7.31169528001032,0.8290675374323266,61,50,Power Factor Issue
182,11.366056922949614,0.7754730970165034,76,47,Overload Fault
210,2.3934354066850965,0.8400584797001069,74,47,Power Factor Issue
243,3.221099140100268,0.8175983215961313,61,52,Power Factor Issue
216,6.521990282834353,0.9606779755401387,72,52,Thermal Overload
168,11.33875017527905,0.8283369793962858,75,51,Overload Fault
198,5.161561049767505,0.9472331179440018,53,54,Normal
239,7.072348086883924,0.9729680362026837,28,48,Normal
124,2.415728590503921,0.8584543548941324,41,48,Normal
279,3.4834320096208886,0.977485785963598,32,47,Voltage Fluctuation
222,11.86630122958847,0.8443295134907982,44,49,Overload Fault
152,11.651186964360456,0.991019604122527,67,47,Overload Fault
250,2.049399809344096,0.7723223811313933,37,52,Power Factor Issue
243,11.51811785423239,0.9217548166258107,70,51,Overload Fault
156,8.391199378155004,0.8734535101142322,31,47,Normal
138,10.679182945200221,0.8469122013639118,59,53,Overload Fault
208,6.547398556338591,0.9081779696871503,36,49,Normal
141,7.155960285792503,0.9259642729085829,34,53,Normal
266,6.888465802569202,0.7510908174125772,61,51,Voltage Fluctuation
241,8.668642575461043,0.7917382721867997,34,51,Power Factor Issue
221,3.396512547563129,0.9282615126585797,34,50,Normal
232,2.2997358987267793,0.9165963533945516,74,46,Thermal Overload
262,5.079299415911909,0.9915118762821693,58,53,Voltage Fluctuation
174,9.046807627366467,0.9402594475626957,32,50,Normal
245,4.018534521229483,0.9876931769328345,36,52,Normal
175,8.734324333249173,0.9256351253837017,51,45,Normal
108,11.699120461072704,0.8245130521598608,28,49,Voltage Fluctuation
173,2.939007157894184,0.7763412305627141,59,45,Power Factor Issue
244,8.726021182251262,0.9454559658362339,39,54,Normal
106,6.437502193045711,0.911037305368979,45,52,Voltage Fluctuation
273,10.681422543775053,0.7620465030983241,46,52,Voltage Fluctuation
240,3.771497894473859,0.8400126164752446,40,45,Power Factor Issue
267,8.926259522261645,0.9891999538710715,37,53,Voltage Fluctuation
269,10.381152896481103,0.8751002864275503,32,46,Voltage Fluctuation
236,11.446142194740233,0.8581822840049261,35,53,Overload Fault
277,8.832480282896459,0.8644249012898235,28,45,Voltage Fluctuation
126,6.971747640084273,0.802220681001291,31,54,Power Factor Issue
221,8.178472402012138,0.8421767927161988,63,53,Power Factor Issue
104,10.689049844787181,0.8424533139967941,57,48,Voltage Fluctuation
128,7.706097466388297,0.7630887550468681,38,53,Power Factor Issue
264,2.303870596968369,0.9418919071294796,79,51,Voltage Fluctuation
265,11.309486955069778,0.8541261079759698,26,50,Voltage Fluctuation
182,8.895267510315612,0.9555449717041058,76,49,Thermal Overload
235,8.765133857772465,0.9625870002799739,54,53,Normal
208,4.156751523977172,0.8029985136746645,67,46,Power Factor Issue
164,8.588854702326572,0.9143383705425321,37,46,Normal
185,5.938644056541585,0.8680704510407454,35,53,Normal
244,8.51232977041492,0.9700391844803713,74,47,Thermal Overload
170,3.065930303079907,0.8039351697941135,58,52,Power Factor Issue
144,8.578453046030361,0.919453300077511,23,53,Normal
231,11.994137257706665,0.9019380305631807,78,52,Overload Fault
135,2.4821203886055603,0.8238253693929583,44,48,Power Factor Issue
169,11.771741842213173,0.7841502259127932,51,45,Overload Fault
258,6.069079607228706,0.9129099401193191,59,48,Voltage Fluctuation
118,10.707534503372592,0.9346493645330827,32,53,Voltage Fluctuation
207,9.823854840582735,0.8289068359408375,64,46,Power Factor Issue
266,7.6701626098666775,0.9112081510055785,36,47,Voltage Fluctuation
190,9.384492092513266,0.8487827269028758,68,54,Power Factor Issue
189,10.78515561301348,0.9283017208206544,56,52,Overload Fault
118,6.0414032165103295,0.7998038187235132,25,50,Voltage Fluctuation
138,5.2703316156323865,0.9725537506590436,38,52,Normal
225,8.675933855635847,0.821852399116395,32,51,Power Factor Issue
272,10.078459419412585,0.8419464969390382,76,49,Voltage Fluctuation
240,9.622851347766158,0.7645229880200874,79,53,Power Factor Issue
225,9.978136488586344,0.7778780530803191,45,48,Power Factor Issue
157,6.35583314812933,0.878965475678082,33,50,Normal
247,10.178342161750216,0.8168981691819929,50,46,Overload Fault
160,3.2020905537060846,0.9588700564355486,73,46,Thermal Overload
226,7.444890979608496,0.7536733471637385,23,46,Power Factor Issue
204,2.057586604981216,0.844773512167984,79,54,Power Factor Issue
266,5.245858299002703,0.8343363866922732,58,51,Voltage Fluctuation
100,5.664615348713979,0.7548319077294002,27,46,Voltage Fluctuation
230,5.9617269160925535,0.7810920997501276,44,46,Power Factor Issue
191,8.954672066898622,0.8534106687296588,32,53,Normal
212,5.885581012703457,0.8732161461118617,51,51,Normal
252,6.486936226225307,0.8510724368137172,78,47,Voltage Fluctuation
155,4.375441308743275,0.8827344196030235,57,47,Normal
260,5.732517916293401,0.8987829187264204,57,51,Voltage Fluctuation
265,4.2726962726315145,0.7524809552819589,75,49,Voltage Fluctuation
216,2.7319592376844364,0.866023789863376,47,54,Normal
233,8.03448593381378,0.990874810221897,72,50,Thermal Overload
157,8.682127985550164,0.8797580700323872,49,52,Normal
143,8.194903460096146,0.9193855668647383,22,53,Normal
272,6.6349404380057235,0.8279659644792208,47,45,Voltage Fluctuation
259,5.797857801792298,0.9434978445381906,22,47,Voltage Fluctuation
272,10.633336495718252,0.9432303704690288,64,51,Voltage Fluctuation
160,7.190817851362181,0.8803240119135347,73,50,Thermal Overload
146,6.79181877629731,0.9940034558198034,53,51,Normal
248,2.256420658064357,0.7813875536906634,35,52,Power Factor Issue
179,5.412478276261563,0.7542369162223952,41,50,Power Factor Issue
217,5.80195618785857,0.9425395529392739,51,47,Normal
263,5.988227808969005,0.9517888843412207,57,46,Voltage Fluctuation
246,7.801723692273323,0.7800518072801441,27,51,Power Factor Issue
119,7.336025467268785,0.8163957082396516,74,45,Voltage Fluctuation
245,8.079050927934446,0.7543880908416573,27,47,Power Factor Issue
146,9.648832615421282,0.8233271526951411,76,48,Power Factor Issue
148,10.129857387160936,0.9432854684796679,25,45,Overload Fault
113,9.181230762264944,0.8794901319281447,33,49,Voltage Fluctuation
242,11.555236959549347,0.837023898292072,51,54,Overload Fault
258,2.1823258267636163,0.8429348237265826,54,47,Voltage Fluctuation
100,3.9577798568354607,0.7503384064288671,29,46,Voltage Fluctuation
216,2.075628749781421,0.824950131891309,22,47,Power Factor Issue
153,8.474747141546029,0.9116146854094827,78,52,Thermal Overload
217,10.98030548949987,0.9935486109540893,31,50,Overload Fault
102,4.434822965762993,0.9617652067459749,68,51,Voltage Fluctuation
243,11.270345447963066,0.7558987411613822,78,50,Overload Fault
111,2.6026739028956083,0.9746401511687098,50,50,Voltage Fluctuation
173,11.344360268055143,0.9457996033246565,48,47,Overload Fault
115,5.516226872396344,0.9450940308927451,24,52,Voltage Fluctuation
201,3.014208284492165,0.8644989397508929,71,51,Thermal Overload
251,6.858717591863257,0.8495013232386257,44,51,Voltage Fluctuation
255,4.567765677205079,0.8257289322082981,60,50,Voltage Fluctuation
216,4.8487290196192285,0.7664237147385915,50,49,Power Factor Issue
107,5.072899649262865,0.8070588408734247,40,54,Voltage Fluctuation
221,10.030258978326634,0.8116509087445062,77,52,Overload Fault
191,7.391612766752544,0.8710192674275504,39,49,Normal
263,5.113076991560036,0.9368611016491735,58,53,Voltage Fluctuation
189,8.103337833109183,0.8684524570994867,41,53,Normal
235,9.161506742231936,0.7644611123617902,23,45,Power Factor Issue
159,4.7262400073353374,0.9894474502470509,32,50,Normal
277,6.135491015253515,0.985681079773528,64,51,Voltage Fluctuation
127,3.2188609333694753,0.9462973857871021,61,47,Normal
200,3.811493495346803,0.9978319753910552,69,51,Thermal Overload
140,8.811178539649827,0.8861205832000657,68,51,Thermal Overload
254,3.8143834769562694,0.9906920875633015,39,46,Voltage Fluctuation
244,7.251633836670601,0.7689012601541877,71,51,Power Factor Issue
260,9.090462617224327,0.8414201870653428,32,45,Voltage Fluctuation
256,3.0687692309474386,0.8063453170016914,36,49,Voltage Fluctuation
240,7.673122196289036,0.7989582710335675,73,53,Power Factor Issue
145,4.565627837013638,0.7852007372231691,55,51,Power Factor Issue
134,11.629268752375799,0.9056034103914992,52,51,Overload Fault
233,6.835456467199247,0.9453304639368263,20,46,Normal
181,10.059925497751582,0.8945745998550901,34,52,Overload Fault
214,7.502265421562617,0.7867406773970524,32,47,Power Factor Issue
146,2.4341253285481916,0.9527809424833678,36,52,Normal
252,8.331513755940223,0.9089886767909321,43,47,Voltage Fluctuation
109,11.51403342206657,0.8470414265317489,77,54,Voltage Fluctuation
155,8.016118201463312,0.9185325738840158,27,51,Normal
129,10.191888594267901,0.8149762448107082,69,46,Overload Fault
208,10.842064633484078,0.8362980521235526,46,48,Overload Fault
104,4.280797719489325,0.9793714607829975,64,50,Voltage Fluctuation
218,4.1204483990822665,0.8226261264178552,42,53,Power Factor Issue
132,8.109809888509918,0.8674970670394841,65,49,Normal
217,6.110284698067047,0.9725352843490036,27,53,Normal
164,10.398613028667203,0.9269303375668818,27,49,Overload Fault
245,11.000231233980111,0.7655508065411757,78,54,Overload Fault
276,5.534213793027181,0.7868257610697426,45,52,Voltage Fluctuation
110,4.36870558974482,0.7519603976929792,66,45,Voltage Fluctuation
184,9.805255152438619,0.9077304475572908,78,51,Thermal Overload
125,4.7480603554813605,0.8619183563526046,32,48,Normal
162,10.226143185136785,0.7835687127255688,58,49,Overload Fault
185,6.237382536487628,0.9894835302641927,56,50,Normal
158,8.675498992914704,0.882414930986405,68,49,Thermal Overload
126,2.955353138346682,0.8104733235282223,47,45,Power Factor Issue
276,8.238593246765731,0.8751508927886769,44,53,Voltage Fluctuation
260,6.517676787372292,0.919905083183777,35,46,Voltage Fluctuation
197,7.866084631754741,0.7690598044933912,74,53,Power Factor Issue
204,3.680142077448634,0.818675953761973,21,54,Power Factor Issue
198,9.36873744944182,0.9517413727209985,73,46,Thermal Overload
228,10.627970775432285,0.8649162176006653,37,53,Overload Fault
248,4.167398000907756,0.8866442855080737,36,50,Normal
154,2.9571455552016173,0.8582040005523673,49,53,Normal
105,2.236385860463364,0.7609749856607513,58,50,Voltage Fluctuation
194,8.41971500443266,0.791437444955039,32,50,Power Factor Issue
232,8.070940360887807,0.8613854096854727,51,46,Normal
201,7.4669741271407,0.802296366351982,69,52,Power Factor Issue
102,4.319470961159754,0.7624947571649197,48,47,Voltage Fluctuation
122,5.9090599590551465,0.960912416012956,65,51,Normal
152,7.944763351861731,0.9952981322910289,49,49,Normal
264,6.967668588591694,0.9482857184991849,37,47,Voltage Fluctuation
182,11.877855202148872,0.9634462304261667,32,45,Overload Fault
244,3.3643975255673313,0.8104942825792614,62,52,Power Factor Issue
184,8.951445540475937,0.9901567438782999,40,47,Normal
177,6.043187681042921,0.7992314261133571,49,46,Power Factor Issue
209,6.281996149256147,0.9878574525904581,40,45,Normal
100,9.175977656581763,0.9987048234914877,67,48,Voltage Fluctuation
150,8.924361513243696,0.9279307014365121,74,52,Thermal Overload
272,11.912559937021882,0.9952859329479555,36,47,Voltage Fluctuation
103,3.2839428945412523,0.8923849448917759,59,45,Voltage Fluctuation
212,3.041096493841663,0.8148854457940226,38,48,Power Factor Issue
131,9.24338817128741,0.8592489714164052,71,53,Thermal Overload
133,7.783869170064091,0.8983902338446965,34,45,Normal
191,4.741606665598058,0.7682703905067537,28,46,Power Factor Issue
194,2.794193689889866,0.9055858161543116,71,53,Thermal Overload
171,2.8565824959643056,0.9952944591905737,29,46,Normal
138,10.941908746641182,0.7975269124459319,63,47,Overload Fault
253,3.918673247187429,0.9481487790720958,50,51,Voltage Fluctuation
261,5.233715621155207,0.9769746984449048,72,47,Voltage Fluctuation
217,4.26656402226988,0.9859253982050552,42,53,Normal
102,5.549963058319373,0.9900339011013618,71,50,Voltage Fluctuation
222,2.6942384274609337,0.880364909680368,49,47,Normal
149,7.190597909082704,0.994326976997876,52,53,Normal
111,2.676125635922149,0.9393275517836097,76,45,Voltage Fluctuation
153,10.003565078223616,0.7904178590592404,71,54,Overload Fault
232,4.33712081910433,0.8692250266169925,28,47,Normal
156,7.400119146045106,0.929582793843001,73,45,Thermal Overload
244,10.800790875614583,0.8118350789547708,66,46,Overload Fault
211,8.50877369047194,0.9101537958872219,20,52,Normal
146,7.329577865513353,0.9166501197616548,63,51,Normal
250,5.243337531153756,0.7906749359521414,54,46,Power Factor Issue
184,5.330019130581979,0.8912713281131891,30,46,Normal
241,8.6948695519819,0.9429067277446519,53,53,Normal
165,11.941393612211675,0.8747239161339855,35,50,Overload Fault
174,8.618391898493787,0.7530257791940269,28,49,Power Factor Issue
278,7.577834173700249,0.752259617269823,51,54,Voltage Fluctuation
202,9.30650510239246,0.8392573359925031,34,50,Power Factor Issue
265,6.652056122837181,0.9815485171079454,31,53,Voltage Fluctuation
137,2.601423426007852,0.8071691949009022,52,51,Power Factor Issue
149,7.6229681587790985,0.9085909222179218,64,54,Normal
197,11.576252845053801,0.8055189676733301,33,54,Overload Fault
181,3.7530294235765966,0.8304174974148871,76,53,Power Factor Issue
129,8.900048908206657,0.962010522400371,76,48,Thermal Overload
178,4.009336886590565,0.9322153605674868,27,46,Normal
190,7.3582768447308124,0.7738498193283027,27,52,Power Factor Issue
278,2.966764496467196,0.8571755052466083,46,48,Voltage Fluctuation
151,6.503709362581851,0.7572924409113161,31,53,Power Factor Issue
265,9.56163328895246,0.8702225366507522,20,48,Voltage Fluctuation
178,5.475715242389821,0.915608502925267,62,52,Normal
129,8.64911724487218,0.7796256558995379,59,53,Power Factor Issue
205,9.954499607897292,0.8222212347272915,61,53,Power Factor Issue
150,11.271778194794527,0.8494591563755393,70,54,Overload Fault
180,4.346420818554535,0.9798827561640124,30,48,Normal
232,5.993159158093081,0.998313753855741,58,45,Normal
128,3.524160133304174,0.7612278247489039,62,47,Power Factor Issue
231,11.924835021583752,0.940251980873848,50,53,Overload Fault
237,11.270009679242953,0.8429310166005858,36,48,Overload Fault
244,7.399571302805596,0.8481145465573701,52,49,Power Factor Issue
173,10.420332943764212,0.9385662433367556,51,51,Overload Fault
116,7.209579772720422,0.9796066080363521,77,49,Voltage Fluctuation
183,8.235856880027598,0.9877321486256371,48,48,Normal
168,2.8912443211601664,0.8942806465095802,40,46,Normal
133,9.55270420496808,0.8392802898251257,40,46,Power Factor Issue
105,3.2771348363523485,0.9468872714646948,59,48,Voltage Fluctuation
152,10.260676302525283,0.812750345815575,42,54,Overload Fault
225,9.820280876703858,0.8910185072083794,75,54,Thermal Overload
142,9.087446977429764,0.8396446153812183,25,53,Power Factor Issue
214,2.361603805247621,0.914157768426969,41,52,Normal
210,5.031283559453286,0.8100997282233767,69,47,Power Factor Issue
250,4.631125699108429,0.7978982364337064,57,53,Power Factor Issue
179,5.601364074715191,0.9795597716688593,56,49,Normal
194,2.8764274676383854,0.7754509207373842,64,47,Power Factor Issue
217,11.369578230310628,0.8764894769337329,70,49,Overload Fault
243,7.538022407123763,0.8052131957407522,73,54,Power Factor Issue
107,5.055243106580235,0.7597324908314169,27,48,Voltage Fluctuation
231,5.969815170742834,0.7590047045728566,60,52,Power Factor Issue
203,6.472025405048356,0.7938054430264568,68,49,Power Factor Issue
231,8.005943333606172,0.9666925886265001,54,54,Normal
124,7.156794276964978,0.8206196859942567,70,52,Power Factor Issue
195,11.193919732144174,0.9876147926438239,30,53,Overload Fault
254,6.969634829058302,0.8954055732472984,43,48,Voltage Fluctuation
192,11.921580148233126,0.8591535474421915,68,51,Overload Fault
259,10.514249577450958,0.8950222086673636,40,46,Voltage Fluctuation
277,4.085105143573358,0.8791745963065669,70,50,Voltage Fluctuation
160,11.305952146439163,0.9396940634393313,21,52,Overload Fault
221,3.163663978854761,0.820624016493213,59,51,Power Factor Issue
150,10.174497084911916,0.8382625979000756,38,51,Overload Fault
246,5.8062329347658,0.9735235756333127,58,52,Normal
120,10.779743204450694,0.9866141282876013,47,51,Overload Fault
104,10.680566901074503,0.9731395568716186,78,49,Voltage Fluctuation
191,10.059254001176212,0.8548619984893284,36,51,Overload Fault
269,9.900304363070614,0.9450913757517204,25,54,Voltage Fluctuation
160,5.046791390980408,0.8690839333252747,38,47,Normal
121,2.8091928305125218,0.8743849630365256,75,49,Thermal Overload
248,6.029801787651614,0.801170027264321,57,51,Power Factor Issue
169,3.7352451498650865,0.8977825758146292,47,53,Normal
100,8.949510889024618,0.796533974438337,21,46,Voltage Fluctuation
232,5.460997265377856,0.8328911747667984,57,48,Power Factor Issue
111,11.756102008599148,0.9637575504049838,74,51,Voltage Fluctuation
189,8.40972077345332,0.8017689523027138,56,45,Power Factor Issue
145,10.224805636343609,0.7677895712933582,70,46,Overload Fault
133,3.3252467274184845,0.767251898153204,71,53,Power Factor Issue
276,10.620144822726225,0.985196130125777,23,54,Voltage Fluctuation
177,11.227571905133944,0.8767301094904587,41,51,Overload Fault
144,6.870619188189359,0.8523530179542546,45,54,Normal
254,8.062529377509774,0.9527196452519796,68,51,Voltage Fluctuation
172,9.648098009029955,0.9589564819776291,62,50,Normal
125,3.7483862726041255,0.8330477582789011,55,47,Power Factor Issue
146,7.0256607646344245,0.9234045143684488,77,54,Thermal Overload
220,5.9866302777231315,0.9427807039629716,32,47,Normal
155,3.463739921622491,0.9136626717164886,71,46,Thermal Overload
193,5.675344222915315,0.7878987687000248,77,50,Power Factor Issue
206,2.6817230938549357,0.9689707708792643,51,48,Normal
162,2.25811906949487,0.8847736381840021,36,49,Normal
147,3.3516628915482274,0.8206181065925009,60,47,Power Factor Issue
160,11.631151115891738,0.8563070463594235,55,50,Overload Fault
180,7.49529535895017,0.7593927725997268,74,47,Power Factor Issue
125,11.6582216115322,0.7819667003056043,79,52,Overload Fault
135,6.32497878330132,0.9413866876289652,65,53,Normal
100,5.118161330852596,0.7500029086888416,38,48,Voltage Fluctuation
107,7.061418628402441,0.854141457120573,77,53,Voltage Fluctuation
212,6.3951168863291015,0.8806275452713971,79,51,Thermal Overload
198,3.056646842617439,0.7636586050002431,54,47,Power Factor Issue
279,8.408263146902062,0.9932695407430832,65,51,Voltage Fluctuation
146,4.160381825095996,0.806531332812418,59,45,Power Factor Issue
226,8.195879548978295,0.8260496799090702,75,47,Power Factor Issue
155,8.502010923981533,0.8259856280637569,78,50,Power Factor Issue
113,3.520248531286481,0.8076041655293374,47,48,Voltage Fluctuation
127,2.6134962711066816,0.7503684555215778,20,51,Power Factor Issue
177,9.807615860684399,0.9323361985219991,61,47,Normal
229,6.5980042376932015,0.9917113749498213,37,45,Normal
208,2.5816379550547577,0.8060733708212613,67,53,Power Factor Issue
253,11.948663171697671,0.9157617979508557,59,50,Voltage Fluctuation
113,2.5778056099636664,0.9354740817396787,52,52,Voltage Fluctuation
155,8.950352288585531,0.9621063447726312,31,47,Normal
214,11.836789252634135,0.8556572992534023,27,52,Overload Fault
106,4.391801042159257,0.8257327264101073,43,46,Voltage Fluctuation
102,3.4224936868719618,0.8313237835057578,35,48,Voltage Fluctuation
210,3.213849394224289,0.9281553332746282,69,47,Thermal Overload
250,5.032751475675956,0.9541948666264091,23,54,Normal
206,3.010458110106467,0.7954034919391506,57,45,Power Factor Issue
117,8.92161341694132,0.8427352520394413,63,51,Voltage Fluctuation
137,2.6229179813006267,0.9754850491872875,46,54,Normal
214,7.094221281497897,0.9516733799236848,28,46,Normal
114,11.966968538529768,0.996214600690619,66,48,Voltage Fluctuation
218,10.139702695060189,0.9385620649205202,35,53,Overload Fault
127,8.152194382310109,0.8482988002569806,75,50,Power Factor Issue
138,5.062536207866117,0.8976594584986595,31,52,Normal
116,8.238958362916385,0.9152535635618301,50,46,Voltage Fluctuation
185,7.270414639116517,0.769613954079281,43,51,Power Factor Issue
225,6.260833838903714,0.8861242397759663,74,50,Thermal Overload
143,3.307103767401995,0.9273302071181524,33,53,Normal
124,10.866042152404667,0.791830326000265,64,51,Overload Fault
244,6.497846488213225,0.9451579293563893,44,45,Normal
112,3.946225118207651,0.8959431951285279,53,52,Voltage Fluctuation
124,5.677593508772896,0.9880554464243987,22,54,Normal
167,6.1412975252892705,0.760605574551723,77,47,Power Factor Issue
237,10.275378955668742,0.8163315343888667,43,46,Overload Fault
166,9.336143805614022,0.900388469824956,73,47,Thermal Overload
208,9.693048936413398,0.8241399780514826,61,50,Power Factor Issue
245,2.110312644286472,0.9286060410178105,28,47,Normal
210,6.161539981797615,0.9397513206304827,45,54,Normal
210,6.813441516353237,0.7756289910166186,39,49,Power Factor Issue
133,2.191922768230567,0.8784636160516919,59,50,Normal
210,4.598132087450342,0.877222638897764,29,52,Normal
107,9.60289823122135,0.8423201925538852,38,51,Voltage Fluctuation
267,3.3710970572899903,0.983231215642418,22,52,Voltage Fluctuation
212,7.353101314525917,0.9568765799683053,43,47,Normal
182,4.152018720172375,0.9243023454774092,24,48,Normal
141,2.121207746438933,0.9285816589337494,22,50,Normal
268,4.412014575995415,0.8654290359532798,77,51,Voltage Fluctuation
200,11.758737549100537,0.980248630274144,46,53,Overload Fault
105,10.015371118829895,0.9236488568133213,35,45,Voltage Fluctuation
279,11.595766443210334,0.9322452654139541,68,52,Voltage Fluctuation
125,6.878540439263625,0.9654227259468363,34,52,Normal
163,3.0973619867750353,0.8185178973355478,54,50,Power Factor Issue
158,7.47959488973693,0.9517677259666757,31,48,Normal
